round,slate,clicks,binary_reward,soft_score
708,"[170, 838, 572, 56, 402, 657, 10, 233, 785, 461]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,2
709,"[8, 417, 35, 23, 343, 81, 552, 657, 515, 833]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
710,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",1,5
711,"[353, 322, 952, 64, 899, 396, 206, 927, 844, 277]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1,3
712,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",1,7
713,"[783, 223, 982, 730, 572, 139, 479, 597, 340, 722]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1,3
714,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1,7
715,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",1,6
716,"[361, 35, 187, 21, 814, 236, 208, 56, 61, 750]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,3
717,"[722, 129, 68, 122, 835, 899, 747, 875, 246, 612]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]",1,3
718,"[664, 911, 113, 902, 59, 81, 401, 927, 556, 944]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",1,3
719,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",1,5
720,"[210, 51, 864, 240, 20, 722, 94, 453, 95, 837]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",1,7
721,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,2
722,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",1,7
723,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",1,3
724,"[66, 558, 683, 642, 67, 413, 855, 607, 641, 698]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
725,"[952, 935, 308, 794, 592, 649, 166, 620, 947, 471]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
726,"[210, 985, 661, 332, 127, 994, 455, 68, 420, 75]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",1,3
727,"[925, 22, 294, 117, 617, 839, 243, 463, 573, 116]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
728,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",1,4
729,"[28, 532, 872, 9, 151, 768, 774, 946, 252, 790]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,4
730,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",1,7
731,"[954, 756, 141, 641, 351, 452, 44, 77, 724, 870]","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",1,3
732,"[332, 505, 112, 911, 329, 438, 902, 140, 566, 457]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
733,"[654, 534, 42, 999, 691, 445, 974, 543, 791, 113]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
734,"[723, 274, 354, 838, 619, 866, 25, 137, 79, 163]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
735,"[322, 563, 73, 227, 669, 724, 958, 803, 723, 668]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
736,"[763, 531, 596, 818, 845, 590, 912, 909, 897, 21]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1,3
737,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",1,5
738,"[439, 163, 34, 397, 222, 81, 597, 127, 344, 616]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
739,"[561, 938, 552, 181, 82, 494, 160, 412, 753, 299]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
740,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,8
741,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",1,6
742,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1,3
743,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",1,5
744,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",1,5
745,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",1,8
746,"[935, 347, 88, 718, 27, 892, 866, 825, 3, 212]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1,3
747,"[632, 784, 69, 263, 619, 28, 462, 279, 824, 535]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
748,"[722, 399, 35, 999, 994, 63, 591, 208, 492, 325]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",1,3
749,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",1,7
750,"[240, 473, 233, 346, 703, 45, 612, 328, 771, 215]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",1,3
751,"[751, 603, 380, 921, 245, 70, 46, 40, 2, 378]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
752,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",1,4
753,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 0]",1,6
754,"[667, 959, 266, 212, 67, 763, 487, 78, 410, 417]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
755,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",1,5
756,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,3
757,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",1,7
758,"[888, 412, 265, 276, 242, 453, 5, 385, 305, 793]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
759,"[516, 215, 899, 354, 126, 673, 565, 542, 259, 740]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",1,3
760,"[807, 387, 234, 287, 587, 79, 470, 668, 44, 922]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
761,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",1,5
762,"[562, 982, 129, 829, 114, 342, 735, 279, 750, 617]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,2
763,"[696, 809, 460, 293, 675, 748, 125, 31, 477, 418]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,2
764,"[750, 398, 221, 642, 679, 436, 644, 126, 791, 718]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
765,"[166, 134, 252, 154, 938, 782, 160, 34, 390, 126]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
766,"[2, 405, 246, 593, 538, 336, 823, 769, 664, 857]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,2
767,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",1,5
768,"[595, 619, 364, 55, 800, 833, 743, 752, 406, 158]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
769,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",1,5
770,"[228, 89, 560, 985, 485, 692, 110, 504, 969, 266]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]",1,4
771,"[267, 678, 945, 585, 0, 843, 446, 43, 280, 793]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",1,3
772,"[965, 338, 129, 880, 517, 907, 809, 174, 140, 504]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
773,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",1,4
774,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",1,8
775,"[136, 463, 717, 836, 824, 825, 954, 992, 885, 251]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
776,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,8
777,"[812, 466, 127, 439, 744, 51, 40, 511, 403, 537]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
778,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]",1,5
779,"[365, 683, 573, 6, 945, 536, 109, 406, 260, 322]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",1,3
780,"[984, 617, 106, 358, 653, 632, 834, 468, 7, 183]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
781,"[958, 508, 675, 992, 300, 604, 654, 518, 620, 208]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
782,"[441, 87, 276, 566, 883, 992, 107, 838, 394, 12]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,3
783,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,4
784,"[364, 391, 256, 885, 579, 526, 274, 613, 797, 91]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
785,"[541, 913, 331, 440, 264, 0, 650, 570, 816, 336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
786,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",1,5
787,"[227, 438, 798, 82, 388, 595, 529, 495, 164, 866]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,3
788,"[806, 811, 703, 815, 31, 13, 495, 63, 622, 928]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",1,3
789,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",1,5
790,"[615, 756, 606, 911, 186, 135, 447, 531, 583, 831]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
791,"[274, 500, 761, 125, 725, 784, 633, 739, 342, 917]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
792,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,8
793,"[860, 872, 520, 275, 648, 234, 190, 611, 568, 978]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1,3
794,"[498, 9, 131, 889, 822, 624, 62, 265, 32, 804]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
795,"[225, 60, 499, 467, 395, 523, 651, 431, 10, 895]","[0, 0, 1, 1, 0, 1, 0, 0, 1, 1]",1,5
796,"[297, 634, 514, 505, 425, 471, 82, 790, 729, 438]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
797,"[657, 809, 601, 149, 23, 61, 425, 927, 417, 379]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
798,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",1,7
799,"[548, 781, 820, 858, 944, 403, 40, 357, 667, 64]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,2
800,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0]",1,5
801,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",1,7
802,"[56, 260, 52, 965, 425, 196, 921, 346, 382, 34]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
803,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",1,7
804,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]",1,6
805,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",1,6
806,"[701, 106, 576, 867, 278, 323, 934, 377, 317, 627]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1,2
807,"[427, 88, 416, 239, 261, 521, 954, 685, 163, 912]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",1,3
808,"[798, 819, 921, 804, 259, 432, 500, 973, 130, 521]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
809,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",1,7
810,"[251, 231, 427, 717, 368, 612, 129, 374, 608, 951]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
811,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",1,3
812,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",1,3
813,"[492, 151, 390, 57, 59, 342, 219, 196, 161, 866]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
814,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",1,7
815,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",1,5
816,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,3
817,"[505, 814, 957, 928, 999, 393, 61, 523, 895, 222]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
818,"[333, 377, 600, 864, 872, 229, 581, 325, 69, 898]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
819,"[724, 10, 503, 851, 969, 672, 549, 659, 244, 394]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,2
820,"[358, 289, 735, 913, 771, 908, 595, 693, 970, 166]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
821,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",1,6
822,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",1,6
823,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1,5
824,"[715, 246, 908, 595, 596, 899, 254, 196, 174, 250]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",1,5
825,"[636, 727, 713, 897, 4, 82, 10, 132, 922, 894]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
826,"[680, 230, 998, 593, 143, 400, 658, 133, 149, 605]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
827,"[861, 643, 242, 605, 787, 91, 670, 168, 365, 419]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
828,"[771, 350, 412, 703, 363, 448, 869, 730, 939, 512]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
829,"[676, 621, 992, 373, 605, 590, 600, 795, 778, 567]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
830,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1,3
831,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1,6
832,"[624, 165, 60, 890, 120, 956, 637, 122, 184, 428]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
833,"[314, 465, 291, 985, 505, 953, 561, 835, 683, 743]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
834,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1,8
835,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 0]",1,5
836,"[350, 653, 921, 189, 70, 676, 21, 581, 180, 695]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
837,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1,5
838,"[980, 603, 305, 245, 466, 958, 111, 483, 131, 872]","[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",1,4
839,"[835, 83, 613, 257, 758, 536, 287, 260, 495, 17]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",1,4
840,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1]",1,7
841,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 0]",1,5
842,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,6
843,"[332, 761, 549, 526, 186, 259, 544, 457, 599, 798]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
844,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",1,5
845,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1,4
846,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 0, 1, 1, 1]",1,7
847,"[516, 534, 376, 29, 983, 949, 919, 639, 45, 871]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",1,4
848,"[722, 91, 169, 364, 294, 120, 966, 135, 693, 790]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
849,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",1,8
850,"[526, 190, 498, 690, 182, 93, 880, 528, 603, 769]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
851,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",1,5
852,"[193, 600, 129, 526, 921, 623, 70, 467, 799, 637]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",1,3
853,"[621, 728, 613, 437, 188, 301, 560, 445, 40, 352]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,2
854,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",1,4
855,"[473, 708, 505, 263, 84, 166, 327, 404, 757, 386]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
856,"[712, 569, 326, 485, 856, 488, 939, 426, 288, 66]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
857,"[905, 740, 564, 4, 409, 322, 175, 31, 350, 559]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
858,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,8
859,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",1,6
860,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 0, 0, 0]",1,5
861,"[36, 409, 11, 177, 299, 24, 751, 21, 922, 65]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
862,"[442, 859, 649, 801, 894, 579, 36, 867, 888, 743]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",1,3
863,"[224, 156, 933, 459, 603, 353, 408, 358, 882, 925]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
864,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",1,5
865,"[615, 468, 131, 42, 842, 950, 160, 155, 335, 217]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1,3
866,"[102, 651, 670, 973, 711, 581, 931, 321, 444, 20]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,2
867,"[77, 667, 674, 929, 511, 730, 138, 361, 879, 551]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",1,4
868,"[551, 698, 560, 660, 24, 218, 165, 424, 133, 15]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,3
869,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 1]",1,7
870,"[801, 843, 17, 514, 882, 748, 245, 921, 496, 148]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
871,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,6
872,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",1,4
873,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",1,6
874,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",1,5
875,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",1,8
876,"[377, 123, 777, 853, 897, 313, 242, 517, 604, 393]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
877,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,2
878,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,8
879,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",1,4
880,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",1,3
881,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,4
882,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",1,4
883,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",1,6
884,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",1,6
885,"[828, 387, 296, 201, 69, 59, 974, 513, 189, 132]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1,3
886,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 0]",1,5
887,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",1,7
888,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 1, 1, 1, 1]",1,6
889,"[393, 139, 136, 975, 613, 727, 275, 240, 22, 568]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
890,"[397, 248, 626, 657, 940, 57, 108, 430, 734, 901]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,2
891,"[675, 41, 408, 926, 741, 394, 290, 821, 254, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
892,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",1,5
893,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",1,3
894,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1,8
895,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",1,5
896,"[624, 542, 74, 513, 802, 860, 877, 823, 710, 989]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",1,4
897,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,3
898,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",1,6
899,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,9
900,"[250, 454, 5, 593, 305, 544, 468, 829, 143, 254]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,2
901,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,8
902,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1,5
903,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",1,7
904,"[973, 413, 680, 64, 141, 812, 560, 576, 18, 184]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
905,"[898, 384, 196, 145, 60, 147, 864, 368, 707, 690]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
906,"[307, 885, 687, 827, 671, 450, 167, 382, 527, 61]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
907,"[804, 957, 494, 562, 331, 684, 678, 311, 431, 491]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",1,4
908,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 0]",1,6
909,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",1,6
